Customer ID,Customer Name,Age Group,Gender,Region,Product Category,Sales Amount,Profit,Purchase Date,Payment Mode,Loyalty Program,Shipping Type,Discount,Order Status,Customer Rating,Customer Feedback
CUST0151,Customer 151,46-60,Other,South,Electronics,403.09,96.01,2024-09-25,Debit Card,Yes,Same Day,18.64,Returned,1.9,Very Poor
CUST0152,Customer 152,46-60,Male,West,Clothing,211.02,51.22,2024-08-27,Cash,No,Express,21.02,Cancelled,3.5,Poor
CUST0153,Customer 153,36-45,Female,Central,Books,56.18,6.33,2024-08-09,Cash,Yes,Standard,48.02,Returned,4.1,Average
CUST0154,Customer 154,26-35,Female,Central,Clothing,161.44,24.92,2024-12-16,Debit Card,No,Standard,39.82,Cancelled,2.8,Poor
CUST0155,Customer 155,18-25,Male,North,Clothing,484.45,76.78,2024-01-31,Debit Card,Yes,Standard,39.33,Returned,3.5,Average
CUST0156,Customer 156,60+,Male,North,Home & Kitchen,200.99,58.18,2024-02-04,Cash,Yes,Standard,12.74,Pending,2.4,Poor
CUST0157,Customer 157,18-25,Female,East,Clothing,286.87,66.09,2023-12-26,Credit Card,No,Same Day,27.5,Cancelled,2.9,Average
CUST0158,Customer 158,46-60,Female,South,Toys,490.51,131.97,2024-05-04,Cash,No,Same Day,19.21,Completed,4.0,Good
CUST0159,Customer 159,60+,Other,South,Home & Kitchen,197.36,54.25,2024-10-28,Net Banking,Yes,Same Day,13.67,Cancelled,4.0,Excellent
CUST0160,Customer 160,26-35,Other,North,Clothing,60.51,10.86,2024-04-09,Net Banking,Yes,Standard,30.05,Cancelled,3.7,Poor
CUST0161,Customer 161,60+,Male,South,Electronics,293.22,63.12,2024-06-07,Credit Card,Yes,Same Day,35.24,Pending,1.7,Excellent
CUST0162,Customer 162,26-35,Other,North,Clothing,269.08,27.48,2024-11-13,UPI,No,Express,46.54,Pending,1.2,Poor
CUST0163,Customer 163,18-25,Other,Central,Clothing,321.45,34.78,2024-05-04,Net Banking,No,Standard,29.9,Completed,2.9,Average
CUST0164,Customer 164,60+,Male,North,Electronics,374.04,89.21,2024-02-01,Debit Card,No,Same Day,43.7,Cancelled,3.9,Very Poor
CUST0165,Customer 165,60+,Male,East,Books,133.83,33.93,2024-09-23,Credit Card,No,Express,26.86,Returned,4.7,Poor
CUST0166,Customer 166,18-25,Other,East,Home & Kitchen,267.26,67.43,2024-01-25,Debit Card,Yes,Standard,18.19,Cancelled,4.2,Excellent
CUST0167,Customer 167,36-45,Male,South,Books,424.85,90.53,2024-07-16,Credit Card,No,Express,32.54,Completed,1.8,Excellent
CUST0168,Customer 168,46-60,Other,Central,Home & Kitchen,102.18,11.38,2024-07-09,Debit Card,Yes,Same Day,27.84,Cancelled,4.1,Good
CUST0169,Customer 169,60+,Other,West,Toys,427.2,101.54,2024-03-08,Credit Card,No,Standard,32.55,Completed,3.5,Good
CUST0170,Customer 170,60+,Other,Central,Clothing,184.58,20.69,2024-05-17,Net Banking,Yes,Standard,28.43,Pending,1.6,Good
CUST0171,Customer 171,36-45,Male,West,Books,96.69,18.71,2024-01-05,Debit Card,Yes,Same Day,28.24,Pending,1.9,Good
CUST0172,Customer 172,18-25,Female,Central,Electronics,224.47,54.07,2024-09-03,Net Banking,Yes,Express,37.77,Returned,2.9,Poor
CUST0173,Customer 173,46-60,Other,Central,Home & Kitchen,325.12,53.89,2024-08-24,Debit Card,Yes,Same Day,22.28,Completed,1.0,Good
CUST0174,Customer 174,18-25,Male,Central,Toys,291.83,39.7,2024-12-14,Credit Card,No,Express,43.28,Cancelled,2.6,Poor
CUST0175,Customer 175,36-45,Female,West,Home & Kitchen,275.81,34.43,2024-07-02,Net Banking,No,Standard,11.82,Completed,1.2,Very Poor
CUST0176,Customer 176,36-45,Other,East,Books,188.97,28.23,2024-08-09,UPI,Yes,Same Day,43.21,Completed,3.7,Good
CUST0177,Customer 177,26-35,Male,East,Home & Kitchen,331.38,70.64,2024-08-09,Credit Card,Yes,Express,27.27,Cancelled,1.6,Good
CUST0178,Customer 178,46-60,Male,South,Toys,418.6,72.41,2024-01-16,Cash,Yes,Express,7.13,Completed,5.0,Good
CUST0179,Customer 179,36-45,Female,West,Books,186.45,54.38,2024-06-14,UPI,Yes,Express,32.65,Returned,1.6,Very Poor
CUST0180,Customer 180,46-60,Female,South,Clothing,481.58,118.76,2024-10-27,Credit Card,No,Standard,8.87,Cancelled,4.5,Average
CUST0181,Customer 181,26-35,Male,South,Toys,421.31,74.54,2024-03-08,Credit Card,Yes,Standard,22.25,Cancelled,3.8,Good
CUST0182,Customer 182,46-60,Female,East,Home & Kitchen,131.11,34.84,2024-09-11,UPI,No,Standard,16.23,Cancelled,3.8,Very Poor
CUST0183,Customer 183,46-60,Female,East,Toys,308.47,45.12,2024-01-14,Cash,Yes,Standard,7.2,Pending,1.5,Very Poor
CUST0184,Customer 184,46-60,Male,Central,Electronics,291.88,64.95,2024-01-15,Debit Card,No,Express,34.69,Pending,2.2,Excellent
CUST0185,Customer 185,26-35,Male,West,Electronics,405.53,93.56,2024-01-26,Debit Card,Yes,Express,9.14,Pending,4.0,Good
CUST0186,Customer 186,46-60,Female,West,Home & Kitchen,404.38,97.83,2024-04-27,Cash,No,Express,28.77,Cancelled,4.7,Poor
CUST0187,Customer 187,18-25,Other,North,Books,364.54,75.45,2024-04-21,Net Banking,No,Standard,31.67,Pending,3.6,Poor
CUST0188,Customer 188,18-25,Other,West,Toys,441.38,53.19,2024-03-07,Credit Card,Yes,Same Day,29.67,Returned,4.9,Very Poor
CUST0189,Customer 189,46-60,Female,East,Electronics,206.66,59.84,2024-10-23,Cash,Yes,Standard,24.04,Returned,1.9,Poor
CUST0190,Customer 190,18-25,Female,South,Books,317.89,91.39,2024-12-09,UPI,Yes,Express,12.85,Pending,3.1,Average
CUST0191,Customer 191,36-45,Other,East,Home & Kitchen,482.3,81.13,2024-10-16,UPI,Yes,Express,6.62,Returned,1.5,Very Poor
CUST0192,Customer 192,18-25,Female,North,Clothing,319.45,49.69,2024-01-29,Net Banking,Yes,Same Day,37.53,Returned,4.9,Average
CUST0193,Customer 193,18-25,Other,South,Books,347.25,48.13,2024-10-23,Credit Card,Yes,Standard,5.85,Returned,4.8,Good
CUST0194,Customer 194,36-45,Other,North,Home & Kitchen,247.13,72.05,2024-03-11,Credit Card,No,Standard,46.85,Completed,1.6,Average
CUST0195,Customer 195,36-45,Male,East,Electronics,194.04,52.19,2024-02-24,Cash,No,Express,16.37,Pending,4.4,Good
CUST0196,Customer 196,18-25,Male,South,Home & Kitchen,128.42,22.64,2024-05-10,Credit Card,No,Standard,48.23,Completed,1.2,Excellent
CUST0197,Customer 197,36-45,Other,South,Electronics,477.63,104.17,2024-12-08,UPI,No,Express,41.21,Pending,3.3,Excellent
CUST0198,Customer 198,46-60,Other,Central,Toys,60.91,7.43,2024-01-21,Cash,Yes,Express,11.03,Returned,5.0,Average
CUST0199,Customer 199,26-35,Male,East,Home & Kitchen,271.78,35.1,2024-02-16,Debit Card,No,Standard,24.22,Returned,2.9,Poor
CUST0200,Customer 200,46-60,Female,South,Home & Kitchen,339.03,58.01,2024-03-08,Debit Card,No,Same Day,8.16,Pending,3.1,Very Poor
CUST0201,Customer 201,18-25,Female,West,Toys,128.27,31.25,2024-08-06,Net Banking,Yes,Same Day,35.15,Pending,3.4,Average
CUST0202,Customer 202,36-45,Male,Central,Home & Kitchen,226.47,66.14,2024-08-19,Cash,Yes,Same Day,32.01,Completed,1.7,Average
CUST0203,Customer 203,36-45,Female,South,Home & Kitchen,232.25,52.33,2024-08-20,Credit Card,No,Same Day,5.74,Cancelled,4.4,Very Poor
CUST0204,Customer 204,18-25,Male,East,Electronics,167.75,22.5,2024-02-18,Credit Card,Yes,Standard,48.59,Completed,4.3,Very Poor
CUST0205,Customer 205,46-60,Female,North,Home & Kitchen,390.48,111.84,2024-10-25,Net Banking,Yes,Same Day,26.27,Returned,4.1,Average
CUST0206,Customer 206,18-25,Other,South,Toys,375.41,49.79,2024-03-27,Debit Card,Yes,Express,35.74,Completed,1.7,Very Poor
CUST0207,Customer 207,26-35,Male,East,Books,188.3,18.95,2024-09-24,Cash,No,Same Day,22.33,Returned,3.3,Average
CUST0208,Customer 208,18-25,Other,North,Clothing,68.72,13.4,2024-02-09,Cash,No,Standard,48.56,Pending,2.6,Good
CUST0209,Customer 209,60+,Other,East,Toys,358.72,44.67,2024-05-18,UPI,Yes,Standard,13.55,Cancelled,1.9,Good
CUST0210,Customer 210,36-45,Other,West,Home & Kitchen,210.39,56.22,2024-07-17,Net Banking,No,Express,37.02,Cancelled,3.1,Excellent
CUST0211,Customer 211,26-35,Male,South,Toys,246.98,59.78,2024-10-08,Cash,No,Express,13.88,Completed,2.7,Poor
CUST0212,Customer 212,36-45,Female,Central,Electronics,219.38,40.01,2024-11-19,UPI,No,Standard,39.54,Cancelled,3.8,Excellent
CUST0213,Customer 213,36-45,Female,North,Books,80.52,8.18,2024-06-13,UPI,No,Express,30.78,Returned,1.2,Average
CUST0214,Customer 214,46-60,Other,East,Toys,132.94,27.52,2024-06-05,UPI,Yes,Standard,33.46,Pending,3.1,Very Poor
CUST0215,Customer 215,46-60,Male,Central,Home & Kitchen,416.21,50.71,2024-03-27,UPI,No,Same Day,15.65,Returned,3.4,Average
CUST0216,Customer 216,46-60,Male,North,Toys,492.14,50.13,2024-06-05,UPI,Yes,Express,32.19,Completed,1.0,Very Poor
CUST0217,Customer 217,26-35,Male,West,Electronics,460.96,103.29,2024-07-14,Cash,No,Same Day,12.84,Returned,3.1,Good
CUST0218,Customer 218,60+,Female,West,Books,87.27,21.18,2023-12-19,UPI,Yes,Standard,25.31,Returned,4.9,Average
CUST0219,Customer 219,26-35,Other,South,Books,398.86,50.64,2024-04-26,Credit Card,No,Standard,41.34,Completed,1.0,Good
CUST0220,Customer 220,18-25,Male,North,Home & Kitchen,93.9,27.6,2024-08-22,UPI,No,Standard,37.55,Completed,2.2,Poor
CUST0221,Customer 221,26-35,Other,East,Home & Kitchen,167.63,35.16,2024-01-13,Net Banking,Yes,Standard,8.83,Returned,2.6,Good
CUST0222,Customer 222,26-35,Male,Central,Electronics,465.87,57.0,2024-10-02,Debit Card,No,Same Day,18.08,Completed,4.9,Good
CUST0223,Customer 223,26-35,Male,Central,Toys,135.5,36.76,2023-12-25,Credit Card,Yes,Express,31.74,Cancelled,4.8,Poor
CUST0224,Customer 224,60+,Other,East,Home & Kitchen,58.41,16.13,2024-10-17,Debit Card,Yes,Express,41.67,Returned,1.5,Very Poor
CUST0225,Customer 225,60+,Female,Central,Books,152.19,21.74,2024-10-20,Debit Card,Yes,Express,6.75,Returned,4.9,Very Poor
CUST0226,Customer 226,60+,Male,West,Toys,393.14,58.79,2024-07-29,Debit Card,Yes,Same Day,24.26,Cancelled,2.0,Poor
CUST0227,Customer 227,26-35,Other,West,Books,435.44,116.91,2024-10-31,Net Banking,No,Same Day,45.12,Cancelled,1.3,Poor
CUST0228,Customer 228,46-60,Female,South,Books,482.72,61.99,2024-10-24,Debit Card,No,Standard,42.08,Completed,1.4,Average
CUST0229,Customer 229,36-45,Female,Central,Home & Kitchen,411.49,66.62,2024-04-25,UPI,No,Same Day,49.43,Completed,1.0,Average
CUST0230,Customer 230,46-60,Male,North,Toys,210.39,47.74,2023-12-20,Debit Card,No,Express,6.31,Cancelled,2.2,Excellent
CUST0231,Customer 231,26-35,Other,North,Electronics,154.47,24.84,2024-07-21,UPI,No,Standard,17.9,Returned,4.5,Poor
CUST0232,Customer 232,60+,Female,North,Books,290.43,57.9,2024-10-10,Debit Card,No,Standard,31.67,Pending,2.2,Average
CUST0233,Customer 233,46-60,Other,East,Toys,408.8,54.6,2024-10-14,Credit Card,Yes,Express,26.96,Returned,2.6,Excellent
CUST0234,Customer 234,36-45,Male,North,Clothing,167.6,29.76,2024-03-30,UPI,Yes,Express,36.55,Cancelled,1.7,Very Poor
CUST0235,Customer 235,60+,Other,East,Home & Kitchen,69.61,20.74,2024-11-06,UPI,Yes,Same Day,18.44,Completed,1.4,Average
CUST0236,Customer 236,36-45,Male,South,Electronics,492.28,62.89,2024-08-05,Cash,Yes,Standard,38.43,Cancelled,1.7,Very Poor
CUST0237,Customer 237,60+,Other,East,Electronics,473.84,66.87,2024-11-23,UPI,No,Same Day,46.03,Cancelled,3.4,Poor
CUST0238,Customer 238,60+,Female,North,Electronics,299.18,43.59,2024-09-21,Cash,Yes,Same Day,40.16,Pending,1.2,Poor
CUST0239,Customer 239,46-60,Female,North,Electronics,497.87,117.91,2024-07-29,Credit Card,Yes,Same Day,23.33,Completed,4.7,Very Poor
CUST0240,Customer 240,36-45,Female,North,Home & Kitchen,300.41,89.45,2024-09-22,Net Banking,Yes,Same Day,34.58,Returned,4.2,Excellent
CUST0241,Customer 241,26-35,Female,West,Books,259.89,38.48,2024-09-08,UPI,No,Standard,37.63,Returned,3.2,Very Poor
CUST0242,Customer 242,46-60,Other,South,Books,449.52,98.6,2024-05-09,UPI,No,Same Day,37.9,Returned,1.9,Good
CUST0243,Customer 243,18-25,Female,West,Electronics,416.47,102.94,2024-03-03,UPI,No,Same Day,12.08,Pending,4.1,Excellent
CUST0244,Customer 244,36-45,Male,North,Clothing,459.63,122.14,2024-09-10,Credit Card,Yes,Standard,47.21,Pending,2.3,Good
CUST0245,Customer 245,26-35,Other,East,Clothing,282.36,32.33,2024-12-05,Net Banking,No,Express,10.71,Cancelled,4.2,Very Poor
CUST0246,Customer 246,36-45,Female,Central,Toys,467.39,78.07,2024-04-23,Net Banking,No,Standard,25.08,Returned,4.3,Good
CUST0247,Customer 247,26-35,Male,South,Toys,158.02,18.85,2024-06-18,Debit Card,No,Same Day,20.72,Completed,3.8,Poor
CUST0248,Customer 248,36-45,Other,South,Toys,191.68,39.07,2024-02-10,UPI,No,Express,46.88,Cancelled,2.0,Very Poor
CUST0249,Customer 249,18-25,Female,East,Clothing,172.78,44.45,2024-12-02,Credit Card,No,Express,14.22,Cancelled,1.3,Excellent
CUST0250,Customer 250,26-35,Female,Central,Books,385.13,89.5,2024-09-19,Cash,No,Same Day,17.73,Cancelled,5.0,Excellent
CUST0251,Customer 251,36-45,Female,North,Electronics,351.7,75.16,2024-04-04,Cash,No,Same Day,21.58,Completed,3.6,Poor
CUST0252,Customer 252,60+,Other,East,Home & Kitchen,239.76,66.27,2024-01-03,UPI,Yes,Express,27.87,Returned,2.9,Excellent
CUST0253,Customer 253,18-25,Other,West,Electronics,60.93,12.99,2024-04-08,Net Banking,Yes,Same Day,23.6,Pending,1.0,Good
CUST0254,Customer 254,36-45,Female,East,Clothing,84.07,10.49,2024-07-14,Cash,No,Standard,28.76,Returned,4.1,Poor
CUST0255,Customer 255,26-35,Female,East,Home & Kitchen,458.6,129.94,2024-04-19,Cash,No,Express,36.92,Pending,4.4,Poor
CUST0256,Customer 256,18-25,Other,West,Electronics,231.12,29.25,2024-08-13,Credit Card,No,Express,8.59,Pending,1.1,Excellent
CUST0257,Customer 257,26-35,Female,West,Clothing,187.65,21.5,2024-04-27,Credit Card,Yes,Express,33.75,Cancelled,1.5,Excellent
CUST0258,Customer 258,26-35,Female,East,Clothing,66.3,13.06,2024-04-16,UPI,No,Express,17.43,Cancelled,1.2,Average
CUST0259,Customer 259,36-45,Female,North,Toys,201.18,25.43,2024-10-18,Credit Card,Yes,Standard,17.13,Pending,3.2,Very Poor
CUST0260,Customer 260,26-35,Female,East,Clothing,298.09,67.49,2024-01-06,Net Banking,No,Standard,30.92,Returned,3.5,Poor
CUST0261,Customer 261,60+,Female,West,Home & Kitchen,477.81,133.09,2024-10-06,Credit Card,Yes,Express,24.27,Returned,3.2,Very Poor
CUST0262,Customer 262,18-25,Other,North,Books,92.83,21.91,2024-08-26,Net Banking,No,Express,17.78,Completed,4.7,Excellent
CUST0263,Customer 263,46-60,Male,North,Electronics,301.01,84.06,2024-01-09,UPI,Yes,Standard,31.73,Completed,4.7,Average
CUST0264,Customer 264,36-45,Other,Central,Toys,107.09,12.21,2024-03-27,Credit Card,No,Express,27.04,Returned,4.4,Excellent
CUST0265,Customer 265,36-45,Male,North,Toys,132.12,29.48,2023-12-22,Net Banking,Yes,Standard,30.79,Completed,4.9,Very Poor
CUST0266,Customer 266,36-45,Other,East,Home & Kitchen,168.47,42.81,2024-04-16,Net Banking,No,Express,38.51,Returned,2.9,Poor
CUST0267,Customer 267,46-60,Other,East,Home & Kitchen,308.59,31.99,2024-09-03,UPI,Yes,Standard,31.78,Returned,4.3,Excellent
CUST0268,Customer 268,36-45,Female,Central,Books,263.3,57.73,2024-12-04,UPI,No,Same Day,6.94,Pending,2.3,Excellent
CUST0269,Customer 269,36-45,Male,West,Home & Kitchen,310.67,56.99,2024-01-14,Net Banking,No,Express,42.65,Cancelled,2.1,Average
CUST0270,Customer 270,60+,Female,West,Clothing,349.51,59.4,2024-06-12,Debit Card,Yes,Standard,40.79,Completed,4.2,Excellent
CUST0271,Customer 271,60+,Other,North,Electronics,69.71,20.91,2024-09-22,Credit Card,Yes,Standard,6.36,Cancelled,3.9,Average
CUST0272,Customer 272,60+,Female,South,Home & Kitchen,470.55,54.84,2024-07-04,Cash,No,Express,35.46,Completed,4.0,Good
CUST0273,Customer 273,46-60,Male,South,Toys,391.71,57.58,2024-02-20,UPI,Yes,Express,40.78,Cancelled,1.4,Average
CUST0274,Customer 274,60+,Male,East,Clothing,302.19,44.1,2024-04-16,Debit Card,No,Express,17.51,Completed,1.1,Very Poor
CUST0275,Customer 275,26-35,Male,North,Toys,240.25,54.01,2024-07-24,Debit Card,No,Same Day,33.16,Cancelled,4.0,Excellent
CUST0276,Customer 276,36-45,Other,South,Books,472.85,99.53,2024-08-27,UPI,No,Standard,30.54,Completed,4.1,Poor
CUST0277,Customer 277,26-35,Other,Central,Home & Kitchen,357.5,95.64,2024-05-07,Net Banking,Yes,Same Day,29.7,Completed,1.8,Average
CUST0278,Customer 278,18-25,Male,Central,Books,124.45,16.11,2024-08-24,Debit Card,Yes,Standard,36.21,Cancelled,3.7,Poor
CUST0279,Customer 279,26-35,Male,East,Books,445.22,82.07,2024-09-07,Debit Card,No,Same Day,29.5,Completed,1.6,Excellent
CUST0280,Customer 280,36-45,Male,West,Toys,120.15,15.14,2024-01-10,Net Banking,No,Express,26.78,Returned,2.2,Very Poor
CUST0281,Customer 281,36-45,Female,West,Toys,213.43,42.51,2024-11-01,UPI,Yes,Same Day,7.14,Cancelled,3.8,Poor
CUST0282,Customer 282,60+,Male,North,Electronics,278.46,49.29,2024-12-13,UPI,Yes,Express,22.19,Cancelled,4.3,Excellent
CUST0283,Customer 283,36-45,Male,East,Toys,131.15,20.56,2024-11-29,Net Banking,Yes,Standard,28.68,Returned,2.0,Average
CUST0284,Customer 284,46-60,Male,West,Toys,228.26,51.1,2024-02-16,Cash,No,Same Day,5.01,Pending,2.7,Very Poor
CUST0285,Customer 285,18-25,Female,Central,Home & Kitchen,332.44,89.96,2024-04-18,Cash,Yes,Standard,14.74,Cancelled,4.9,Excellent
CUST0286,Customer 286,60+,Female,West,Electronics,248.05,30.49,2024-02-24,Cash,No,Express,24.51,Completed,1.8,Very Poor
CUST0287,Customer 287,60+,Male,North,Toys,215.69,27.03,2024-09-24,Credit Card,Yes,Standard,6.62,Completed,1.7,Excellent
CUST0288,Customer 288,46-60,Other,South,Home & Kitchen,460.94,110.97,2024-02-06,Net Banking,Yes,Same Day,22.96,Cancelled,2.0,Poor
CUST0289,Customer 289,36-45,Female,North,Electronics,482.8,115.45,2024-10-26,Cash,Yes,Standard,25.95,Completed,4.8,Average
CUST0290,Customer 290,18-25,Female,West,Home & Kitchen,256.63,75.81,2024-05-15,Cash,No,Same Day,8.26,Returned,2.9,Very Poor
CUST0291,Customer 291,36-45,Female,Central,Clothing,247.81,41.26,2024-08-11,UPI,No,Same Day,15.58,Cancelled,4.5,Average
CUST0292,Customer 292,36-45,Female,East,Electronics,97.05,11.59,2024-08-24,Debit Card,No,Same Day,25.97,Cancelled,1.6,Excellent
CUST0293,Customer 293,46-60,Female,North,Books,66.67,19.58,2024-03-22,Debit Card,No,Express,15.59,Pending,4.5,Average
CUST0294,Customer 294,18-25,Female,West,Books,86.03,8.97,2024-07-11,Net Banking,No,Standard,34.94,Completed,5.0,Very Poor
CUST0295,Customer 295,18-25,Other,Central,Home & Kitchen,388.26,97.96,2024-10-18,Cash,Yes,Express,21.24,Pending,3.3,Very Poor
CUST0296,Customer 296,36-45,Male,South,Books,442.25,120.43,2024-01-18,Credit Card,Yes,Express,23.62,Pending,1.9,Excellent
CUST0297,Customer 297,26-35,Female,West,Toys,117.23,20.37,2024-02-15,Cash,Yes,Same Day,18.78,Cancelled,1.4,Average
CUST0298,Customer 298,26-35,Male,Central,Electronics,69.74,17.53,2024-03-30,Net Banking,No,Same Day,36.19,Returned,1.8,Average
CUST0299,Customer 299,46-60,Female,East,Clothing,169.4,44.2,2024-10-27,Cash,No,Standard,26.77,Cancelled,1.5,Very Poor
CUST0300,Customer 300,26-35,Male,North,Home & Kitchen,215.47,60.09,2024-07-24,UPI,Yes,Standard,16.5,Completed,3.5,Very Poor
